Film,Rotten Tomatoes % critics,Metacritic % critics,Average critics %,Rotten Tomatoes Audience %,Metacritic Audience %,Rotten Tomatoes vs Metacritic % deviance,Average audience %,Audience vs Critics deviance %,Primary Genre,Genres,Script Type,Opening weekend ($million),Opening Weekend,Domestic gross ($million),Domestic Gross,Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million),% of Gross earned abroad,Budget ($million),% Budget recovered,% Budget recovered opening weekend,Year,Oscar Winners,Oscar Detail,Link
Hellboy,17.0,31.0,24,51.0,54.0,-3,52.5,-28.5,Horror,Horror,adaptation,12.045147,12045147.0,21.903748,21903748.0,22.760942,22760942,44664690.0,44.66469,0.5095958799,50.0,0.8932938,0.24090294,2019.0,,,https://www.amazon.co.uk/Hellboy-David-Harbour/dp/B07QHCB4VH/ref=sr_1_1?crid=10ABMQ49YVJ30&keywords=hellboy+2019&qid=1577973514&s=instant-video&sprefix=Hellboy%2Cinstant-video%2C149&sr=1-1
Bad Santa 2,23.0,38.0,30.5,40.0,53.0,-13,46.5,-16,Comedy,Comedy,original screenplay,6.17668,6176680.0,17.743394,17743394.0,5.443315,5443315,23186709.0,23.186709,0.2347601378,26.0,0.8917965,0.2375646154,2016.0,,,-
Little Boy,20.0,30.0,25,80.0,62.0,18,71,-46,drama,drama,original screenplay,2.750356,2750356.0,6.485961,6485961.0,11.3,11300000,17785961.0,17.785961,0.6353325525,20.0,0.88929805,0.1375178,2015.0,,,http://www.amazon.com/gp/product/B0142KGGNS/?tag=titb-20
Premium Rush,76.0,66.0,71,60.0,68.0,-8,64,7,action,"action, crime, thriller",original screenplay,6.030164,6030164.0,20.275446,20275446.0,10.808153,10808153,31083599.0,31.083599,0.3477124061,35.0,0.8881028286,0.1722904,2012.0,,,http://www.amazon.com/gp/product/B00ARAO720/?tag=titb-20
Season Of The Witch,10.0,28.0,19,32.0,51.0,-19,41.5,-22.5,action,"action, adventure, fantasy",adaptation,10.6,10600000.0,24.83,24830000.0,66.8,66800000,35430024.83,35.43002483,1.885406525,40.0,0.8857506208,0.265,2011.0,,,http://www.amazon.com/gp/product/B0057UIV9K/?tag=titb-20
The Master,85.0,86.0,85.5,59.0,69.0,-10,64,21.5,drama,drama,original screenplay,0.736311,736311.0,16.377274,16377274.0,11.880786,11880786,28258060.0,28.25806,0.4204388412,32.0,0.883064375,0.02300971875,2012.0,,,http://www.amazon.com/gp/product/B00BLGXL3U/?tag=titb-20
Swing Vote,36.0,47.0,41.5,44.0,63.0,-19,53.5,-12,comedy,comedy,original screenplay,6.23,6230000.0,16.29,16290000.0,1.34,1340000,17630000.0,17.63,0.07600680658,20.0,0.8815,0.3115,2008.0,,,http://www.amazon.com/gp/product/B004LHH50G/?tag=titb-20
I Love You Beth Cooper ,14.0,32.0,23,38.0,49.0,-11,43.5,-20.5,comedy,"comedy, romance",adaptation,4.9,4900000.0,14.8,14800000.0,1.02,1020000,15820000.0,15.82,0.06447534766,18.0,0.8788888889,0.2722222222,2009.0,,,http://www.amazon.com/gp/product/B002VDI1TQ/?tag=titb-20
The Pirates Who Don't Do Anything,41.0,49.0,45,33.0,70.0,-37,51.5,-6.5,animation,"animation, adventure, comedy",original screenplay,4.25,4250000.0,12.98,12980000.0,0.17,170000,13150000.0,13.15,0.01292775665,15.0,0.8766666667,0.2833333333,2008.0,,,http://www.amazon.com/gp/product/B009CGD0C8/?tag=titb-20
Don’t Let Go,39.0,49.0,44,79.0,59.0,20,69,-25,thriller,Thriller,original screenplay,2.338669,2338669.0,4.302776,4302776.0,0.072949,72949,4375725.0,4.375725,0.01667129447,5.0,0.875145,0.4677338,2019.0,,,-
Red Tails,40.0,46.0,43,58.0,59.0,-1,58.5,-15.5,action,"action, adventure",based on a true story,18.782154,18782154.0,49.876377,49876377.0,0.489,489000,50365377.0,50.365377,0.009709050723,58.0,0.868368569,0.3238302414,2012.0,,,http://www.amazon.com/gp/product/B0085776BG/?tag=titb-20
Fright Night,75.0,64.0,69.5,68.0,68.0,0,68,1.5,comedy,"comedy, horror",remake / reboot,7.71,7710000.0,18.3,18300000.0,22.7,22700000,26010018.3,26.0100183,0.8727406393,30.0,0.86700061,0.257,2011.0,,,http://www.amazon.com/gp/product/B0094M2TB8/?tag=titb-20
12 Rounds ,30.0,38.0,34,52.0,49.0,3,50.5,-16.5,action,"action, crime, thriller",original screenplay,5.3,5300000.0,12.23,12230000.0,5.05,5050000,17280000.0,17.28,0.2922453704,20.0,0.864,0.265,2009.0,,,http://www.amazon.com/gp/product/B009EDUD3I/?tag=titb-20
47 Ronin,14.0,28.0,21,48.0,63.0,-15,55.5,-34.5,Action,"Action, Adventure, Drama, Fantasy",original screenplay,9.91031,9910310.0,38.362475,38362475.0,112.6,112600000,150962475.0,150.962475,0.745880723,175.0,0.8626427143,0.05663034286,2013.0,,,http://www.amazon.com/gp/product/B00J0I67XM/?tag=titb-20
The House,17.0,30.0,23.5,36.0,40.0,-4,38,-14.5,comedy,comedy,original screenplay,8.724795,8724795.0,25.584504,25584504.0,8.6,8600000,34184504.0,34.184504,0.2515759772,40.0,0.8546126,0.218119875,2017.0,,,https://www.amazon.co.uk/House-Will-Ferrell/dp/B072X68NZ5/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546978860&sr=1-1&keywords=The+House
King Arthur: Legend of the Sword,29.0,41.0,35,69.0,72.0,-3,70.5,-35.5,adventure,adventure,original screenplay,15.37127,15371270.0,39.175066,39175066.0,109.5,109500000,148675066.0,148.675066,0.7365054743,175.0,0.8495718057,0.08783582857,2017.0,,,https://www.amazon.co.uk/King-Arthur-Legend-Charlie-Hunnam/dp/B0716QNRNJ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546977541&sr=1-1&keywords=King+Arthur%3A+Legend+of+the+Sword
Green Lantern,27.0,39.0,33,48.0,56.0,-8,52,-19,action,"action, adventure, sci-fi",adaptation,53.17,53170000.0,116.6,116600000.0,103.25,103250000,169770116.6,169.7701166,0.6081753495,200.0,0.848850583,0.26585,2011.0,,,http://www.amazon.com/gp/product/B005LJITS0/?tag=titb-20
Holmes and Watson,8.0,24.0,16,28.0,15.0,13,21.5,-5.5,Comedy,Comedy,adaptation,7.411522,7411522.0,28.410922,28410922.0,7.1,7100000,35510922.0,355.10922,0.1999384865,42.0,0.8454981429,0.1764648095,2018.0,,,https://www.amazon.com/Holmes-Watson-Will-Ferrell/dp/B07LGRN4RB/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974586&sr=1-2&keywords=Holmes+and+Watson
Meet Dave,19.0,43.0,31,42.0,55.0,-13,48.5,-17.5,adventure,"adventure, comedy, family",original screenplay,5.25,5250000.0,11.8,11800000.0,38.85,38850000,50650000.0,50.65,0.7670286278,60.0,0.8441666667,0.0875,2008.0,,,http://www.amazon.com/gp/product/B001NEN5IG/?tag=titb-20
Danny Collins,77.0,58.0,67.5,74.0,70.0,4,72,-4.5,comedy,"comedy, drama",based on a true story,1.479158,1479158.0,5.637066,5637066.0,2.8,2800000,8437066.0,8.437066,0.3318689222,10.0,0.8437066,0.1479158,2015.0,,,http://www.amazon.com/gp/product/B00ZGTS68S/?tag=titb-20
My Soul to Take,9.0,25.0,17,29.0,47.0,-18,38,-21,horror,"horror, mystery, thriller",original screenplay,6.84,6840000.0,14.74,14740000.0,6.23,6230000,20970000.0,20.97,0.2970910825,25.0,0.8388,0.2736,2010.0,,,http://www.amazon.com/gp/product/B004H15UY4/?tag=titb-20
Cowboys and Aliens,44.0,50.0,47,50.0,60.0,-10,55,-8,action,"action, sci-fi, thriller",adaptation,36.43,36430000.0,100.24,100240000.0,74.58,74580000,136670100.2,136.6701002,0.5456936072,163.0,0.8384668726,0.2234969325,2011.0,,,http://www.amazon.com/gp/product/B006C45MRE/?tag=titb-20
White Boy Rick,60.0,59.0,59.5,53.0,65.0,-12,59,0.5,Crime,"Crime, Drama",based on a true story,8.860431,8860431.0,24.011188,24011188.0,0.077801,77801,24088989.0,240.88989,0.003229732888,29.0,0.8306547931,0.3055321034,2018.0,,,https://www.amazon.com/White-Boy-Rick-Matthew-McConaughey/dp/B07HMCWFBQ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970569&sr=1-1&keywords=White+Boy+Rick
Victor Frankenstein,27.0,36.0,31.5,42.0,53.0,-11,47.5,-16,drama,drama,adaptation,2.469341,2469341.0,5.773519,5773519.0,27.363123,27363123,33136642.0,33.136642,0.8257663224,40.0,0.82841605,0.061733525,2015.0,Oscar Winner,Actor in a Supporting Role,http://www.amazon.com/gp/product/B018ITLEHC/?tag=titb-20
That's My Boy,20.0,31.0,25.5,53.0,54.0,-1,53.5,-28,comedy,comedy,original screenplay,13.453714,13453714.0,36.931089,36931089.0,20.788004,20788004,57719093.0,57.719093,0.3601581889,70.0,0.8245584714,0.1921959143,2012.0,,,http://www.amazon.com/gp/product/B009M1ACO2/?tag=titb-20
Annihilation,87.0,79.0,83,66.0,72.0,-6,69,14,thriller,"Thriller, Suspense",adaptation,11.071584,11071584.0,32.732301,32732301.0,0.0,0,32732301.0,327.32301,0.0,40.0,0.818307525,0.2767896,2018.0,,,https://www.amazon.com/Annihilation-Natalie-Portman/dp/B079YYHM9Z/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546964458&sr=1-2&keywords=Annihilation
Happily N'Ever After,4.0,28.0,16,34.0,35.0,-1,34.5,-18.5,animation,animation,adaptation,6.608244,6608244.0,15.589393,15589393.0,22.495398,22495398,38084791.0,38.084791,0.5906661796,47.0,0.8103147021,0.1406009362,2007.0,,,http://www.amazon.co.uk/Happily-NEver-After-Michelle-Gellar/dp/B00ET0ATP8/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386049&sr=1-1&keywords=happily+n%27ever+after
Armored ,40.0,50.0,45,34.0,54.0,-20,44,1,action,"action, crime, thriller",original screenplay,6.5,6500000.0,15.99,15990000.0,6.95,6950000,16000000.0,16.0,0.434375,20.0,0.8,0.325,2009.0,,,http://www.amazon.com/gp/product/B003883XU0/?tag=titb-20
Scott Pilgrim vs. the World,81.0,69.0,75,83.0,80.0,3,81.5,-6.5,action,"action, comedy, fantasy",adaptation,10.6,10600000.0,31.52,31520000.0,16.14,16140000,47660000.0,47.66,0.3386487621,60.0,0.7943333333,0.1766666667,2010.0,,,http://www.amazon.com/gp/product/B00448SE4S/?tag=titb-20
The Girl in the Spider's Web,41.0,43.0,42,42.0,51.0,-9,46.5,-4.5,Crime,"Crime, Thriller",sequel,7.810112,7810112.0,14.841338,14841338.0,19.260853,19260853,34102191.0,341.02191,0.5647981093,43.0,0.7930742093,0.1816305116,2018.0,,,https://www.amazon.com/Girl-Spiders-Web-Claire-Foy/dp/B07KCM6RRT/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974162&sr=1-1&keywords=The+Girl+in+the+Spider%27s+Web
Rock of Ages,41.0,47.0,44,55.0,59.0,-4,57,-13,comedy,"comedy, musical",adaptation,14.0,14437269.0,39.0,38518613.0,20.9,20900000,59418613.0,59.0,0.3517416336,75.0,0.7922,0.1866666667,2012.0,,,http://www.amazon.com/gp/product/B009NPKTN6/?tag=titb-20
Mortdecai,12.0,27.0,19.5,30.0,32.0,-2,31,-11.5,action,"action, comedy",adaptation,4.200586,4200586.0,7.696134,7696134.0,39.579561,39579561,47275695.0,47.275695,0.8372073853,60.0,0.78792825,0.07000976667,2015.0,,,http://www.amazon.com/gp/product/B00SNQWXZS/?tag=titb-20
Ek Ladki Ko Dekha Toh Aisa Laga,67.0,51.0,59,67.0,62.0,5,64.5,-5.5,Drama,"Drama, Comedy, Romance",adaptation,0.606775,606775.0,1.182636,1182636.0,2.124929,2124929,3307565.0,3.307565,0.642445122,4.2,0.7875154762,0.1444702381,2019.0,,,-
Marshall,83.0,66.0,74.5,88.0,60.0,28,74,0.5,drama,drama,based on a true story,3.000805,3000805.0,9.403543,9403543.0,0.0,0,9403543.0,9.403543,0.0,12.0,0.7836285833,0.2500670833,2017.0,,,https://www.amazon.co.uk/Marshall-Chadwick-Boseman/dp/B07791XVBS/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980979&sr=1-1&keywords=Marshall
Snowden,63.0,58.0,60.5,73.0,71.0,2,72,-11.5,Drama,Drama,adaptation,8.000058,8000058.0,21.567387,21567387.0,9.75915,9759150,31326537.0,31.326537,0.3115298062,40.0,0.783163425,0.20000145,2016.0,,,https://www.amazon.com/Snowden-Joseph-Gordon-Levitt/dp/B01LZKKXS1/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218633&sr=1-1&keywords=Snowden
Speed Racer,38.0,37.0,37.5,61.0,76.0,-15,68.5,-31,action,"action, family, sport",adaptation,18.6,18600000.0,43.95,43950000.0,50.0,50000000,93950000.0,93.95,0.5321979776,120.0,0.7829166667,0.155,2008.0,,,http://www.amazon.com/gp/product/B0091X74II/?tag=titb-20
Mandela: Long Walk to Freedom,58.0,60.0,59,69.0,59.0,10,64,-5,Biography,"Biography, Drama, History",based on a true story,0.084283,84283.0,8.323085,8323085.0,19.01075,19010750,27333835.0,27.333835,0.6955024789,35.0,0.7809667143,0.002408085714,2013.0,,,http://www.amazon.com/gp/product/B00IF5P8TA/?tag=titb-20
Everybody's Fine ,46.0,47.0,46.5,55.0,73.0,-18,64,-17.5,adventure,adventure ,remake / reboot,3.9,3900000.0,9.2,9200000.0,7.2,7200000,16400000.0,16.4,0.4390243902,21.0,0.780952381,0.1857142857,2009.0,,,http://www.amazon.com/gp/product/B009RI42I2/?tag=titb-20
Conviction,68.0,61.0,64.5,71.0,70.0,1,70.5,-6,biography,biography,original screenplay,1.62,1620000.0,6.79,6790000.0,2.92,2920000,9710000.0,9.71,0.3007209063,12.5,0.7768,0.1296,2010.0,,,http://www.amazon.com/gp/product/B004LQLKOY/?tag=titb-20
Pan,26.0,36.0,31,50.0,50.0,0,50,-19,fantasy,fantasy,adaptation,15.315435,15315435.0,32.37135,32371350.0,81.6,81600000,113971350.0,113.97135,0.7159694081,150.0,0.759809,0.1021029,2015.0,,,http://www.amazon.com/gp/product/B018JQTSPE/?tag=titb-20
Warrior,83.0,71.0,77,93.0,84.0,9,88.5,-11.5,drama,sport,original screenplay,5.24,5240000.0,13.66,13660000.0,9.4,9400000,18900013.66,18.90001366,0.4973541379,25.0,0.7560005464,0.2096,2011.0,,,http://www.amazon.com/gp/product/B006O5YHUY/?tag=titb-20
Machete Kills,29.0,41.0,35,35.0,60.0,-25,47.5,-12.5,Action,"Action, Thriller, Crime",sequel,3.837183,3837183.0,8.008161,8008161.0,7.0,7000000,15008161.0,15.008161,0.466412907,20.0,0.75040805,0.19185915,2013.0,,,http://www.amazon.com/gp/product/B00H8C4R3O/?tag=titb-20
Hotel Artemis,59.0,58.0,58.5,33.0,58.0,-25,45.5,13,thriller,"Thriller, Suspense",original screenplay,3.23279,3232790.0,6.708137,6708137.0,4.516678,4516678,11224815.0,112.24815,0.4023832909,15.0,0.748321,0.2155193333,2018.0,,,https://www.amazon.com/Hotel-Artemis-Jodie-Foster/dp/B07J1FZ4TZ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975013&sr=1-1&keywords=Hotel+Artemis
The Hero,77.0,61.0,69,60.0,69.0,-9,64.5,4.5,comedy,"comedy, drama",original screenplay,0.045317,45317.0,4.077333,4077333.0,0.0,0,4077333.0,4.077333,0.0,5.5,0.7413332727,0.008239454545,2017.0,,,https://www.amazon.co.uk/Hero-Sam-Elliott/dp/B078T69CBS/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981593&sr=1-1&keywords=The+Hero
Cadillac Records,67.0,65.0,66,64.0,71.0,-7,67.5,-1.5,biography,"biography, history",based on a true story,3.4,3400000.0,8.2,8200000.0,0.68,680000,8880000.0,8.88,0.07657657658,12.0,0.74,0.2833333333,2008.0,,,http://www.amazon.com/gp/product/B001RONJYC/?tag=titb-20
The Sun is Also a Star,51.0,52.0,51.5,64.0,59.0,5,61.5,-10,Drama,Drama,adaptation,2.51153,2511530.0,4.950029,4950029.0,1.7,1700000,6650029.0,6.650029,0.2556379829,9.0,0.7388921111,0.2790588889,2019.0,,,https://www.amazon.co.uk/Sun-Also-Star-Ry-Russo-Young/dp/B0823P4Q71/ref=sr_1_1?keywords=The+Sun+is+Also+a+Star&qid=1577974479&s=instant-video&sr=1-1
Robin Hood,16.0,32.0,24,45.0,35.0,10,40,-16,Action,"Action, Adventure",adaptation,9.19567,9195670.0,30.798508,30798508.0,42.740595,42740595,73539103.0,735.39103,0.58119549,100.0,0.73539103,0.0919567,2018.0,,,-
Priest,17.0,41.0,29,37.0,50.0,-13,43.5,-14.5,action,"action, fantasy, horror",adaptation,14.95,14950000.0,29.14,29140000.0,49.17,49170000,44090029.14,44.09002914,1.115218133,60.0,0.734833819,0.2491666667,2011.0,,,http://www.amazon.com/gp/product/B005BG2FII/?tag=titb-20
Operation Finale,60.0,58.0,59,66.0,69.0,-3,67.5,-8.5,thriller,Thriller,based on a true story,6.022758,6022758.0,17.612099,17612099.0,0.0,0,17612099.0,176.12099,0.0,24.0,0.7338374583,0.25094825,2018.0,,,https://www.amazon.com/Operation-Finale-Oscar-Isaac/dp/B07GVR91M9/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975432&sr=1-1&keywords=Operation+Finale
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,88.0,75.0,81.5,56.0,63.0,-7,59.5,22,drama,"drama, thriller",original screenplay,0.099211,99211.0,3.814868,3814868.0,0.0,0,3814868.0,3.814868,0.0,5.2,0.7336284615,0.01907903846,2017.0,,,https://www.amazon.co.uk/Norman-Moderate-Rise-Tragic-Fixer/dp/B0762FNY2F/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981181&sr=1-1&keywords=Norman%3A+The+Moderate+Rise+and+Tragic+Fall+of+a+New+York+Fixer
"Pirate Radio (The Boat that Rocked, UK)",60.0,58.0,59,72.0,63.0,9,67.5,-8.5,comedy,"comedy, music ",original screenplay,2.9,2900000.0,8.01,8010000.0,28.33,28330000,36340000.0,36.34,0.7795817281,50.0,0.7268,0.058,2009.0,,,http://www.amazon.com/gp/product/B0037VKDQ0/?tag=titb-20
The Thing,36.0,49.0,42.5,52.0,63.0,-11,57.5,-15,horror,"horror, mystery, sci-fi",adaptation,8.49,8490000.0,16.93,16930000.0,10.5,10500000,27573078.0,27.573078,0.3808062343,38.0,0.7256073158,0.2234210526,2011.0,,,http://www.amazon.com/gp/product/B0070Z4M4I/?tag=titb-20
UglyDolls,28.0,39.0,33.5,56.0,45.0,11,50.5,-17,Adventure,Adventure,original screenplay,8.603407,8603407.0,20.150241,20150241.0,12.3,12300000,32450241.0,32.450241,0.3790418691,45.0,0.7211164667,0.1911868222,2019.0,,,https://www.amazon.co.uk/Uglydolls-Kelly-Clarkson/dp/B07X34W9X8/ref=sr_1_1?crid=1ZQEG7LLXCS3Y&keywords=uglydolls&qid=1577974539&s=instant-video&sprefix=UglyDolls%2Cinstant-video%2C151&sr=1-1
The Brothers Grimsby,37.0,44.0,40.5,42.0,63.0,-21,52.5,-12,Comedy,Comedy,original screenplay,3.258327,3258327.0,6.864016,6864016.0,18.308092,18308092,25172108.0,25.172108,0.7273165998,35.0,0.7192030857,0.09309505714,2016.0,,,https://www.amazon.com/Brothers-Grimsby-Sacha-Baron-Cohen/dp/B01CPZMJ10/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218035&sr=1-1&keywords=The+Brothers+Grimsby
Cedar Rapids,86.0,70.0,78,61.0,70.0,-9,65.5,12.5,comedy,comedy,original screenplay,0.3,300000.0,6.86,6860000.0,0.0,1001029,7160006.86,7.16000686,0.1398083856,10.0,0.716000686,0.03,2011.0,,,http://www.amazon.com/gp/product/B00574SQ6E/?tag=titb-20
Dredd,78.0,59.0,68.5,72.0,82.0,-10,77,-8.5,action,"action, crime, sci-fi",adaptation,6.0,6278491.0,13.0,13414714.0,22.211811,22211811,35626525.0,36.0,0.623462743,50.0,0.7125,0.12,2012.0,,,http://www.amazon.com/gp/product/B00AYB1RGG/?tag=titb-20
Leatherheads,52.0,56.0,54,41.0,57.0,-16,49,5,comedy,"comedy, romance, sport",original screenplay,12.7,12700000.0,31.37,31370000.0,9.93,9930000,41300000.0,41.3,0.2404358354,58.0,0.7120689655,0.2189655172,2008.0,,,http://www.amazon.com/gp/product/B001IZL4A6/?tag=titb-20
Whiskey Tango Foxtrot,68.0,57.0,62.5,55.0,65.0,-10,60,2.5,Comedy,Comedy,based on a true story,7.450275,7450275.0,23.083334,23083334.0,1.832635,1832635,24915969.0,24.915969,0.07355262804,35.0,0.7118848286,0.212865,2016.0,,,https://www.amazon.com/Whiskey-Tango-Foxtrot-Tina-Fey/dp/B01CH2GV56/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218641&sr=1-1&keywords=Whiskey+Tango+Foxtrot
Assassin's Creed,17.0,36.0,26.5,60.0,69.0,-9,64.5,-38,Action,Action,adaptation,10.278225,10278225.0,43.883438,43883438.0,44.896328,44896328,88779766.0,88.779766,0.5057045093,125.0,0.710238128,0.0822258,2016.0,,,
Aloha,19.0,40.0,29.5,31.0,44.0,-13,37.5,-8,comedy,"comedy, drama",original screenplay,9.670235,9670235.0,21.067116,21067116.0,5.182904,5182904,26250020.0,26.25002,0.1974438115,37.0,0.70946,0.2613577027,2015.0,,,http://www.amazon.com/gp/product/B00ZAQNRCM/?tag=titb-20
21 Bridges,50.0,51.0,50.5,91.0,62.0,29,76.5,-26,thriller,Thriller,original screenplay,9.261268,9261268.0,20.676747,20676747.0,2.73,2730000,23406747.0,23.406747,0.1166330375,33.0,0.7092953636,0.2806444848,2019.0,,,https://www.amazon.co.uk/21-Bridges-Chadwick-Boseman/dp/B0815XQL3L/ref=sr_1_2?keywords=21+Bridges&qid=1577972909&s=instant-video&sr=1-2
Away We Go ,67.0,58.0,62.5,74.0,67.0,7,70.5,-8,comedy,"comedy, romance",original screenplay,0.13,130000.0,9.45,9450000.0,5.44,5440000,14890000.0,14.89,0.3653458697,21.0,0.709047619,0.00619047619,2009.0,,,http://www.amazon.com/gp/product/B002L2Q1SA/?tag=titb-20
Keeping Up with the Joneses,19.0,34.0,26.5,46.0,51.0,-5,48.5,-22,Comedy,Comedy,original screenplay,5.461475,5461475.0,14.319483,14319483.0,13.912424,13912424,28231907.0,28.231907,0.4927907987,40.0,0.705797675,0.136536875,2016.0,,,https://www.amazon.com/Keeping-Up-Joneses-Zach-Galifianakis/dp/B01M9982IY/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218345&sr=1-1&keywords=Keeping+Up+with+the+Joneses
Out of the Furnace,53.0,63.0,58,52.0,73.0,-21,62.5,-4.5,Drama,"Drama, Thriller, Crime",original screenplay,5.220288,5220288.0,11.330849,11330849.0,4.104,4104000,15434849.0,15.434849,0.265891814,22.0,0.7015840455,0.2372858182,2013.0,,,http://www.amazon.com/gp/product/B00IXE6568/?tag=titb-20
Everything Must Go,74.0,65.0,69.5,53.0,65.0,-12,59,10.5,comedy,comedy,adaptation,0.79,790000.0,2.71,2710000.0,0.1,100000,3500002.71,3.50000271,0.02857140645,5.0,0.700000542,0.158,2011.0,,,http://www.amazon.com/gp/product/B008Y7I2AQ/?tag=titb-20
Mortal Engines,27.0,44.0,35.5,59.0,65.0,-6,62,-26.5,Action,"Action, Adventure",adaptation,7.55985,7559850.0,15.54723,15547230.0,53.7,53700000,69247230.0,692.4723,0.7754822828,100.0,0.6924723,0.0755985,2018.0,,,https://www.amazon.com/Mortal-Engines-Hugo-Weaving/dp/B07L8JW6V1/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975483&sr=1-1&keywords=Mortal+Engines
Red Dawn ,12.0,31.0,21.5,52.0,45.0,7,48.5,-27,action,"action, thriller, war",remake / reboot,14.276668,14276668.0,44.806783,44806783.0,4.0,4000000,44806787.0,44.806787,0.08927218995,65.0,0.6893351846,0.2196410462,2012.0,,,http://www.amazon.com/gp/product/B00BP4XHZU/?tag=titb-20
Land of the Lost ,26.0,32.0,29,38.0,49.0,-11,43.5,-14.5,adventure,"adventure, comedy, sci-fi",adaptation,18.8,18800000.0,49.43,49430000.0,19.34,19340000,68770000.0,68.77,0.2812272793,100.0,0.6877,0.188,2009.0,,,http://www.amazon.com/gp/product/B002WGHM4M/?tag=titb-20
Shoot 'Em Up,67.0,49.0,58,65.0,78.0,-13,71.5,-13.5,action,action,original screenplay,5.716554,5716554.0,12.807139,12807139.0,13.911411,13911411,26718550.0,26.71855,0.5206648939,39.0,0.6850910256,0.1465783077,2007.0,,,-
Sucker Punch,23.0,33.0,28,48.0,61.0,-13,54.5,-26.5,action,"action, fantasy, thriller",original screenplay,19.06,19060000.0,36.39,36390000.0,53.4,53400000,55450036.39,55.45003639,0.9630291245,82.0,0.676219956,0.2324390244,2011.0,,,http://www.amazon.com/gp/product/B0051OZ564/?tag=titb-20
Nine ,37.0,49.0,43,40.0,41.0,-1,40.5,2.5,musical,"musical, romance",adaptation,5.45,5450000.0,19.67,19670000.0,34.32,34320000,53990000.0,53.99,0.6356732728,80.0,0.674875,0.068125,2009.0,,,http://www.amazon.com/gp/product/B003ESVNI8/?tag=titb-20
Doomsday,48.0,51.0,49.5,47.0,50.0,-3,48.5,1,action,"action, sci-fi ",original screenplay,4.9,4900000.0,11.01,11010000.0,11.2,11200000,22210000.0,22.21,0.5042773525,33.0,0.673030303,0.1484848485,2008.0,,,http://www.amazon.com/gp/product/B000W453HO/?tag=titb-20
The Adventures of Tintin,74.0,68.0,71,78.0,77.0,1,77.5,-6.5,animation,"animation, action, adventure",adaptation,9.72,9720000.0,77.591,77591000.0,296.402,296402000,87311077.59,87.31107759,3.394781146,130.0,0.6716236738,0.07476923077,2011.0,,,http://www.amazon.com/gp/product/B007MJSQSK/?tag=titb-20
Wonder Park,31.0,46.0,38.5,36.0,48.0,-12,42,-3.5,Adventure,"Adventure, Fantasy, Comedy, Family",original screenplay,15.853646,15853646.0,42.096042,42096042.0,18.0,18000000,60096042.0,60.096042,0.2995205574,90.0,0.6677338,0.1761516222,2019.0,,,https://www.amazon.co.uk/Wonder-Park-No-Director/dp/B07QBQWFTK/ref=sr_1_1?crid=19MJLWJTZCCHH&keywords=wonder+park&qid=1557072831&s=instant-video&sprefix=Wonder+Park%2Cinstant-video%2C148&sr=1-1
Mile 22,20.0,39.0,29.5,47.0,53.0,-6,50,-20.5,Action,Action,original screenplay,13.710825,13710825.0,26.083893,26083893.0,7.224759,7224759,33308652.0,333.08652,0.2169033739,50.0,0.66617304,0.2742165,2018.0,,,https://www.amazon.com/Mile-22-Mark-Wahlberg/dp/B07GDVFCFC/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975526&sr=1-1&keywords=Mile+22
